,nt_dsc_estrut_fisic_ambiencia,nt_dsc_adap_defic_fisic_idosos,nt_dsc_equipamentos,nt_dsc_medicamentos,cnes
2853,2,3,1,2,2473704
2854,3,3,1,2,2649918
2855,2,2,1,2,2194163
2856,2,2,2,2,2117363
2857,2,1,1,2,2547430
2858,2,2,1,2,2236583
2859,2,1,1,2,6004091
2860,1,2,3,2,2723999
2861,2,2,1,2,3021769
2862,2,1,1,2,2611333
2863,2,3,1,2,2413698
2864,1,3,1,2,2010429
2865,1,2,1,2,3942198
2866,2,2,2,2,2627310
2867,1,2,1,2,6866
2868,1,1,1,2,3208974
2869,1,1,2,2,3442403
2870,2,1,1,2,2230046
2871,2,2,1,2,2209543
2872,1,2,1,2,6415342
2873,1,1,1,2,2792753
2874,3,3,2,2,2719673
2875,1,2,2,2,2425823
2876,1,2,3,2,2646293
2877,1,1,1,2,2225441
2878,2,2,1,2,2718839
2879,1,2,2,2,2382571
2880,1,1,3,2,6769500
2881,2,1,1,2,2491133
2882,3,2,1,2,2704897
2883,1,2,1,2,3056643
2884,1,1,2,2,4067630
2885,1,2,1,2,2409291
2886,1,1,3,2,2482096
2887,3,3,1,2,2321718
2888,3,2,1,2,6931464
2889,1,2,3,2,4012534
2890,1,2,1,2,5092221
2891,1,1,2,2,3931994
2892,3,1,2,2,3947890
2893,2,2,3,2,3011097
2894,1,2,1,2,6555918
2895,1,1,1,2,6545017
2896,1,1,1,2,6562833
2897,1,1,2,2,2133261
2898,2,1,1,2,2486431
2899,3,1,1,2,2054493
2900,3,3,1,2,2112558
2901,3,3,2,2,2100584
2902,3,1,1,2,3057526
2903,2,2,2,2,13641
2904,2,1,1,2,3088855
2905,3,3,1,2,2787571
2906,3,3,1,2,2159937
2907,1,1,2,2,2183919
2908,1,1,1,2,2741652
2909,3,1,2,2,5317991
2910,1,3,1,2,2363747
2911,2,1,1,2,6118194
2912,3,2,1,2,5275806
2913,1,1,2,2,2432714
2914,1,2,2,2,5406269
2915,2,2,2,2,6227430
2916,3,3,1,2,3963446
2917,2,3,1,2,5656508
2918,3,1,2,2,3717569
2919,2,1,1,2,3050440
2920,2,1,1,2,3842320
2921,1,1,2,2,3220265
2922,2,2,1,2,2401037
2923,1,2,2,2,22608
2924,2,1,1,2,2635143
2925,1,1,1,2,3153479
2926,2,2,1,2,2350327
2927,3,1,1,2,2592185
2928,1,1,1,2,2656876
2929,3,1,2,2,2269538
2930,3,2,2,2,3565394
2931,2,2,1,2,2422662
2932,3,3,1,2,2145790
2933,1,1,2,2,2433451
2934,1,2,2,2,2007843
2935,1,2,1,2,2161710
2936,2,1,1,2,2266075
2937,1,1,1,2,2014858
2938,2,2,1,2,8680
2939,2,1,1,2,2223171
2940,1,2,1,2,2007452
2941,1,1,2,2,2682532
2942,3,1,1,2,2366819
2943,1,1,1,2,2447797
2944,3,2,1,2,2168480
2945,1,2,1,2,5173779
2946,1,2,2,2,2633124
2947,3,1,1,2,2030489
2948,1,2,1,2,2072084
2949,1,1,1,2,2620693
2950,1,3,2,2,2228289
2951,1,1,2,2,2714027
2952,2,2,1,2,5285682
2953,2,3,2,2,2536412
2954,1,1,1,2,2290669
2955,1,2,1,2,2408848
2956,3,1,1,2,2783096
2957,1,2,1,2,23841
2958,3,3,1,2,2721538
2959,1,1,2,2,3938352
2960,3,2,2,2,2634600
2961,1,3,2,2,3357422
2962,3,2,2,2,2653613
2963,2,1,1,2,3167569
2964,1,1,2,2,3346501
2965,1,1,1,2,2682524
2966,2,1,1,2,2326469
2967,2,2,2,2,6115659
2968,2,2,1,2,3500551
2969,2,3,2,2,6801846
2970,3,2,1,2,2526786
2971,2,1,1,2,6848923
2972,2,1,1,2,2263238
2973,1,1,1,2,2266822
2974,2,1,1,2,2213265
2975,1,1,2,2,2689995
2976,3,3,1,2,6916325
2977,1,2,1,2,2224720
2978,1,2,2,2,2619598
2979,2,1,1,2,2425637
2980,2,1,1,2,2690403
2981,1,2,1,2,2236796
2982,1,2,1,2,2476622
2983,1,1,2,2,2633329
2984,3,1,3,2,2527340
2985,1,2,1,2,5315026
2986,2,1,1,2,5456746
2987,3,3,1,2,3986896
2988,2,1,1,2,2636433
2989,2,2,1,2,6546943
2990,1,2,2,2,6536417
2991,3,1,1,2,6517749
2992,1,1,1,2,2015102
2993,2,1,1,2,2720205
2994,2,1,2,2,2102749
2995,2,1,1,2,2118440
2996,1,1,2,2,2279347
2997,2,3,1,2,2026058
2998,3,2,3,2,2647516
2999,2,2,1,2,2526352
3000,3,1,1,2,2533782
3001,2,2,1,2,2427478
3002,1,1,1,2,3189104
3003,1,1,2,2,2664232
3004,1,2,1,2,2656329
3005,1,1,1,2,2739259
3006,3,3,1,2,2454327
3007,1,1,1,2,4050754
3008,3,2,2,2,3541592
3009,1,2,1,2,2407728
3010,1,2,1,2,2067439
3011,1,1,1,2,2511347
3012,1,1,2,2,5621267
3013,2,1,1,2,2637219
3014,1,2,2,2,3000621
3015,2,1,2,2,2481707
3016,2,1,1,2,2376164
3017,3,1,3,2,2004941
3018,1,1,1,2,2009447
3019,3,3,1,2,2585995
3020,2,1,2,2,2637790
3021,2,3,1,2,6979912
3022,3,2,1,2,2310007
3023,2,2,1,2,2626470
3024,2,1,2,2,2751763
3025,3,3,2,2,2065576
3026,2,2,1,2,2701367
3027,3,1,2,2,2407949
3028,1,2,1,2,2035847
3029,1,1,1,2,2522837
3030,3,2,1,2,2704889
3031,3,3,3,2,5776880
3032,1,2,1,2,2049481
3033,1,3,2,2,2527936
3034,1,3,1,2,2047349
3035,1,1,2,2,2765756
3036,2,2,3,2,2646315
3037,3,1,1,2,2017075
3038,2,1,1,2,5983525
3039,2,2,2,2,2029227
3040,3,2,1,2,2184915
3041,2,1,1,2,2291940
3042,2,3,1,2,2763869
3043,3,3,1,2,8567
3044,3,1,2,2,2120321
3045,3,2,1,2,4000226
3046,1,1,2,2,2352354
3047,1,2,2,2,2474891
3048,1,1,2,2,2720159
3049,2,2,3,2,2370875
3050,2,1,1,2,2062496
3051,2,3,1,2,2747057
3052,3,2,1,2,3582876
3053,1,3,1,2,2722704
3054,1,1,2,2,5121515
3055,2,1,1,2,2382148
3056,3,2,1,2,2236877
3057,2,2,1,2,2724693
3058,1,1,1,2,8575
3059,2,3,1,2,2687135
3060,2,2,1,2,2056429
3061,3,1,1,2,2572958
3062,1,1,1,2,2745631
3063,2,1,1,2,2706555
3064,1,3,1,2,2572869
3065,1,2,1,2,2525593
3066,1,2,1,2,2771349
3067,2,1,2,2,3775429
3068,1,2,1,2,2163020
3069,2,2,1,2,3011194
3070,1,2,1,2,2796465
3071,2,2,1,2,2407507
3072,3,1,3,2,2386275
3073,1,2,2,2,3015998
3074,1,1,1,2,2010399
3075,2,1,2,2,3010244
3076,3,2,1,2,2464896
3077,2,1,1,2,3100405
3078,1,1,1,2,2713985
3079,2,2,1,2,5469678
3080,3,3,1,2,6283616
3081,3,2,1,2,2452405
3082,2,2,1,2,3478327
3083,2,2,1,2,6208541
3084,1,2,1,2,6725856
3085,1,2,1,2,6269346
3086,1,1,2,2,3331911
3087,2,3,1,2,6400124
3088,2,3,2,2,6422683
3089,3,1,1,2,2456923
3090,3,2,1,2,9237
3091,2,3,1,2,2775301
3092,2,2,1,2,2766124
3093,1,1,2,2,2165112
3094,2,1,1,2,2264900
3095,1,3,3,2,2267012
3096,1,2,1,2,2139871
3097,3,2,1,2,3956156
3098,2,1,1,2,3952959
3099,2,2,1,2,2478455
3100,2,2,1,2,2149753
3101,2,1,1,2,6672167
3102,1,1,1,2,6740979
3103,1,1,1,2,6496997
3104,1,2,2,2,2476991
3105,2,1,1,2,2336650
3106,1,1,2,2,2631482
3107,3,3,1,2,2722712
3108,2,3,1,2,4049268
3109,2,2,2,2,2182106
3110,1,1,3,2,2390531
3111,2,1,1,2,2238985
3112,2,1,1,2,2630869
3113,2,1,1,2,5432227
3114,1,3,2,2,2784599
3115,3,1,1,2,2700379
3116,2,1,3,2,2636077
3117,1,1,1,2,2016044
3118,1,2,3,2,2692120
3119,1,2,1,2,2011239
3120,2,1,1,2,6117368
3121,2,1,1,2,2381230
3122,3,3,1,2,2114925
3123,3,1,2,2,2034204
3124,1,1,2,2,5465885
3125,1,1,1,2,4067614
3126,2,2,1,2,2498588
3127,2,1,1,2,21474
3128,3,1,1,2,4033388
3129,1,1,2,2,2593475
3130,1,2,1,2,5497124
3131,3,2,3,2,5337135
3132,1,2,1,2,2772914
3133,2,2,1,2,6201601
3134,3,3,1,2,2088126
3135,2,1,1,2,2159554
3136,3,3,2,2,2024322
3137,3,2,1,2,3738663
3138,1,2,1,2,3768139
3139,3,3,1,2,2322986
3140,2,1,1,2,4026101
3141,3,2,1,2,2586045
3142,3,2,1,2,2039796
3143,3,1,1,2,2514176
3144,3,3,2,2,2747383
3145,1,2,1,2,3167402
3146,3,1,1,2,2264420
3147,1,2,1,2,2466988
3148,1,2,1,2,2563002
3149,1,1,2,2,2415119
3150,2,1,2,2,2274442
3151,3,3,1,2,2084856
3152,3,3,1,2,2015323
3153,2,1,1,2,2530562
3154,1,1,2,2,2344440
3155,1,1,2,2,2452197
3156,1,1,1,2,2403609
3157,3,3,2,2,2558920
3158,1,1,2,2,5625637
3159,2,1,1,2,2513234
3160,3,3,3,2,2772485
3161,1,2,2,2,2722143
3162,1,2,1,2,2432528
3163,2,1,2,2,2694557
3164,3,3,1,2,2156946
3165,3,3,1,2,2251140
3166,3,3,1,2,2146789
3167,3,3,1,2,2490986
3168,3,2,1,2,5678765
3169,3,2,1,2,2441314
3170,3,2,3,2,5305918
3171,1,1,1,2,2448238
3172,3,1,1,2,2224208
3173,2,3,1,2,2336529
3174,1,1,2,2,2714612
3175,1,1,3,2,2270641
3176,3,1,1,2,2259117
3177,1,2,1,2,18163
3178,3,3,2,2,2027585
3179,3,3,1,2,2302454
3180,1,1,1,2,2546876
3181,2,2,2,2,2427990
3182,3,1,2,2,2552566
3183,1,2,1,2,2480336
3184,1,1,2,2,4011163
3185,2,1,1,2,5654637
3186,2,2,1,2,2183056
3187,3,2,1,2,2376938
3188,3,2,1,2,5808804
3189,2,2,1,2,2684020
3190,2,3,1,2,4026519
3191,2,1,3,2,16659
3192,1,3,2,2,2787725
3193,3,2,1,2,2626918
3194,3,3,1,2,2683458
3195,2,1,1,2,2340364
3196,1,2,2,2,2085178
3197,1,2,1,2,3908259
3198,1,2,2,2,3205851
3199,1,2,2,2,2601818
3200,1,2,2,2,3507939
3201,1,2,1,2,3562417
3202,1,1,2,2,2605066
3203,1,2,1,2,3496252
3204,1,2,1,2,2388960
3205,1,1,2,2,5258
3206,1,1,1,2,2454556
3207,1,2,1,2,2007479
3208,1,1,2,2,2798573
3209,2,1,1,2,2493462
3210,1,1,1,2,2724871
3211,1,2,1,2,2630400
3212,1,1,1,2,2621908
3213,1,1,1,2,2365790
3214,1,1,1,2,2725088
3215,1,1,1,2,2549360
3216,1,2,1,2,2296640
3217,1,1,1,2,2405288
3218,1,1,1,2,2601109
3219,2,1,1,2,2724642
3220,1,1,1,2,3919595
3221,2,1,1,2,2245000
3222,2,1,1,2,2225492
3223,2,3,1,2,2361221
3224,2,3,2,2,6422756
3225,1,1,2,2,2105500
3226,1,1,1,2,3016773
3227,1,2,1,2,2387999
3228,2,1,1,2,2005476
3229,1,2,1,2,2607948
3230,3,2,1,2,6865321
3231,3,3,1,2,2481693
3232,2,1,1,2,5139155
3233,1,2,2,2,5345219
3234,3,2,1,2,5103592
3235,1,2,2,2,6607217
3236,1,2,2,2,2418509
3237,2,2,1,2,6732798
3238,2,1,1,2,3002489
3239,2,3,3,2,2647354
3240,1,1,1,2,2739356
3241,1,1,2,2,2254018
3242,1,1,1,2,2015196
3243,2,2,1,2,2498618
3244,2,1,1,2,2205750
3245,2,1,1,2,2026244
3246,1,2,1,2,4070224
3247,2,1,2,2,2708434
3248,1,2,1,2,2401177
3249,1,1,2,2,2296853
3250,1,1,3,2,5462991
3251,2,2,1,2,2497166
3252,1,1,1,2,5345545
3253,2,1,2,2,2401045
3254,1,1,2,2,3713849
3255,3,3,1,2,3798240
3256,3,3,1,2,6367003
3257,3,3,1,2,8008418
3258,1,1,1,2,3182096
3259,1,1,2,2,3285138
3260,1,1,1,2,2014203
3261,1,1,3,2,2719487
3262,2,2,1,2,2389436
3263,3,2,1,2,2788578
3264,3,1,1,2,3365956
3265,2,3,1,2,2788055
3266,2,1,1,2,2676230
3267,2,2,1,2,2235072
3268,3,1,2,2,2668971
3269,1,2,1,2,2702878
3270,1,2,1,2,2259184
3271,3,3,1,2,17175
3272,2,1,2,2,2382601
3273,2,2,1,2,2436108
3274,3,2,3,2,2350548
3275,2,3,1,2,4029844
3276,1,3,1,2,2387859
3277,2,3,1,2,5858038
3278,3,2,1,2,2258714
3279,1,1,1,2,2445158
3280,3,2,1,2,2053543
3281,3,1,3,2,2429128
3282,2,2,1,2,2690012
3283,2,1,1,2,10324
3284,2,1,2,2,2346893
3285,1,1,2,2,2658011
3286,1,2,1,2,2038730
3287,2,3,3,2,2166364
3288,2,1,1,2,2512467
3289,3,1,2,2,2752964
3290,3,1,2,2,5695821
3291,3,2,3,2,5883881
3292,2,1,2,2,2206366
3293,3,1,3,2,4049896
3294,3,1,1,2,6024998
3295,1,2,1,2,5973198
3296,3,1,1,2,6026249
3297,1,2,1,2,2373319
3298,3,1,1,2,2644460
3299,3,2,1,2,3380890
3300,2,1,2,2,2665387
3301,2,2,1,2,2115425
3302,2,2,1,2,2644894
3303,3,3,2,2,4049810
3304,3,1,1,2,6318436
3305,2,2,1,2,4154
3306,2,2,1,2,2678748
3307,2,2,1,2,2509296
3308,2,1,1,2,2775131
3309,3,2,1,2,9199
3310,2,1,1,2,5053285
3311,3,3,2,2,3479706
3312,2,1,1,2,5446473
3313,1,2,1,2,8006903
3314,2,1,1,2,2235986
3315,3,1,1,2,2223635
3316,1,1,1,2,6802435
3317,1,2,2,2,2339439
3318,1,2,1,2,2480905
3319,2,1,1,2,2057492
3320,3,3,1,2,6830072
3321,3,2,2,2,2230860
3322,2,1,1,2,2656078
3323,2,3,1,2,2114070
3324,1,2,1,2,2654741
3325,3,3,1,2,2233819
3326,2,2,1,2,2249324
3327,2,2,1,2,2419823
3328,2,1,1,2,5264022
3329,1,1,2,2,5546869
3330,2,1,1,2,5046009
3331,3,1,1,2,3224732
3332,2,3,1,2,6683991
3333,2,1,2,2,6691579
3334,2,1,1,2,6613446
3335,3,2,1,2,2701332
3336,2,2,1,2,2092468
3337,1,3,1,2,2116391
3338,2,2,1,2,2333546
3339,3,3,1,2,6332250
3340,2,1,1,2,17493
3341,2,1,1,2,2142562
3342,3,2,1,2,2032120
3343,2,2,1,2,3255271
3344,2,1,1,2,2028042
3345,3,3,1,2,2241986
3346,3,2,1,2,2066343
3347,3,2,2,2,2749920
3348,1,3,1,2,2206471
3349,3,1,1,2,2607298
3350,1,2,3,2,2774046
3351,3,1,1,2,3528154
3352,3,3,1,2,2117851
3353,2,3,1,2,2265591
3354,3,1,1,2,2388332
3355,3,3,1,2,24821
3356,1,1,1,2,6225543
3357,3,3,2,2,6747140
3358,3,2,1,2,5405939
3359,3,1,1,2,2379813
3360,1,1,1,2,10898
3361,1,2,1,2,3152472
3362,2,2,1,2,2045419
3363,1,1,2,2,2412535
3364,1,1,1,2,2015188
3365,1,1,2,2,2368846
3366,1,1,2,2,957
3367,2,1,2,2,2007568
3368,3,3,1,2,2305917
3369,1,2,2,2,2248689
3370,3,1,2,2,2248611
3371,2,1,1,2,2407043
3372,3,1,2,2,2364522
3373,3,2,1,2,2190524
3374,2,1,3,2,22489
3375,3,1,1,2,3005089
3376,1,1,2,2,2707535
3377,1,1,2,2,2638223
3378,1,2,3,2,2586347
3379,1,2,1,2,2789116
3380,2,1,1,2,2477394
3381,1,1,1,2,2011603
3382,1,1,3,2,25690
3383,3,3,1,2,2102455
3384,1,1,1,2,5839858
3385,1,2,1,2,2257653
3386,2,1,1,2,2366835
3387,3,1,1,2,2140284
3388,1,2,1,2,2290987
3389,2,2,1,2,2759063
3390,2,1,1,2,2234939
3391,3,2,1,2,2664089
3392,1,1,1,2,2572567
3393,2,3,1,2,2486466
3394,3,3,1,2,2512122
3395,2,1,1,2,2567075
3396,2,1,1,2,2315394
3397,3,2,1,2,2001551
3398,1,2,1,2,2383101
3399,1,1,1,2,2346362
3400,3,3,1,2,5860083
3401,3,2,2,2,2050064
3402,2,3,1,2,2090597
3403,1,3,1,2,5893550
3404,3,1,1,2,2563967
3405,1,1,1,2,2682508
3406,1,1,2,2,3009327
3407,3,1,3,2,2008467
3408,1,1,2,2,6955
3409,3,1,1,2,6448887
3410,2,1,1,2,3319253
3411,3,3,1,2,2471361
3412,1,1,2,2,3477916
3413,2,1,2,2,6293646
3414,3,2,1,2,3769267
3415,2,2,1,2,6810357
3416,1,2,1,2,2806878
3417,2,2,1,2,2547546
3418,1,1,1,2,2644568
3419,2,1,2,2,2279614
3420,2,1,1,2,6883052
3421,2,3,1,2,2788861
3422,2,1,1,2,6927513
3423,2,2,1,2,2684225
3424,3,3,3,2,2689588
3425,1,1,2,2,3982173
3426,1,3,1,2,3986969
3427,3,1,1,2,6585949
3428,1,1,1,2,2742934
3429,1,1,1,2,25410
3430,2,3,1,2,2791315
3431,3,2,1,2,2153718
3432,1,2,1,2,2315408
3433,3,2,1,2,2058979
3434,3,3,1,2,3184617
3435,3,2,1,2,2096528
3436,3,1,1,2,6384005
3437,2,1,1,2,2224267
3438,2,1,1,2,3049795
3439,3,1,2,2,2665611
3440,2,2,1,2,2698668
3441,2,2,1,2,2792664
3442,3,2,2,2,2752530
3443,3,2,2,2,28827
3444,3,3,2,2,2498081
3445,1,2,1,2,2773384
3446,1,1,2,2,2421690
3447,1,1,1,2,2787431
3448,1,1,2,2,5460565
3449,3,3,1,2,2037602
3450,2,3,2,2,2160439
3451,3,2,1,2,2384183
3452,1,2,3,2,2636514
3453,3,3,2,2,5446775
3454,2,3,1,2,2480387
3455,2,1,1,2,5604478
3456,2,2,1,2,3284212
3457,1,2,2,2,3608638
3458,1,2,1,2,3554228
3459,3,2,2,2,5501288
3460,3,1,1,2,3856038
3461,3,2,1,2,3615235
3462,3,1,1,2,22020
3463,1,1,2,2,2716984
3464,1,2,1,2,2009501
3465,2,1,1,2,13145
3466,1,3,2,2,2346907
3467,1,1,2,2,2661535
3468,2,1,1,2,2264196
3469,1,1,2,2,2311488
3470,2,1,1,2,2431068
3471,1,1,2,2,2514540
3472,1,1,1,2,4067754
3473,3,1,1,2,2724952
3474,2,1,1,2,2746816
3475,2,1,1,2,2218895
3476,3,2,3,2,2614324
3477,2,1,3,2,2027321
3478,2,1,1,2,2307766
3479,2,1,2,2,2302837
3480,3,1,1,2,2278057
3481,1,1,1,2,2721252
3482,3,1,2,2,2393913
3483,3,3,1,2,2451719
3484,3,2,1,2,2345846
3485,1,2,1,2,2354373
3486,1,1,1,2,2446162
3487,2,2,1,2,2791587
3488,3,2,3,2,5878012
3489,2,1,1,2,2635208
3490,3,1,1,2,6018297
3491,3,3,1,2,2486768
3492,2,1,2,2,2511835
3493,2,1,1,2,2346036
3494,2,1,1,2,21903
3495,3,2,1,2,3158497
3496,1,2,2,2,2150034
3497,2,2,1,2,3314707
3498,3,2,1,2,2751119
3499,3,2,1,2,5253853
3500,1,1,1,2,2014521
3501,1,1,2,2,2467704
3502,2,1,1,2,2305216
3503,2,1,1,2,2145596
3504,1,3,1,2,5683173
3505,3,3,1,2,2689545
3506,2,1,1,2,4020715
3507,2,1,1,2,2261367
3508,1,1,2,2,6002862
3509,1,1,2,2,2342367
3510,2,2,1,2,2429039
3511,1,2,2,2,5801710
3512,3,3,3,2,5739853
3513,3,2,1,2,3928586
3514,1,2,1,2,3900495
3515,1,2,1,2,3029514
3516,1,3,3,2,2497921
3517,2,3,1,2,2275945
3518,1,3,1,2,2206404
3519,2,2,1,2,6644988
3520,1,1,1,2,2162822
3521,3,2,1,2,2102110
3522,2,1,1,2,2606151
3523,3,3,1,2,2211327
3524,1,2,1,2,2788896
3525,3,2,1,2,2621576
3526,1,2,1,2,2228858
3527,3,1,1,2,2401800
3528,2,1,1,2,4005465
3529,2,2,1,2,2244047
3530,1,1,1,2,2345080
3531,3,2,1,2,2610590
3532,2,1,1,2,2480603
3533,2,3,2,2,2076276
3534,3,2,1,2,6923720
3535,2,3,1,2,6925189
3536,1,1,2,2,2564130
3537,3,3,1,2,2103486
3538,1,2,1,2,2373246
3539,1,1,2,2,5541514
3540,2,3,1,2,2644185
3541,3,2,1,2,6679927
3542,2,1,1,2,2003600
3543,1,1,1,2,2239183
3544,1,2,2,2,2767368
3545,2,1,1,2,3033570
3546,3,3,2,2,2751100
3547,2,1,2,2,2572087
3548,1,2,1,2,6755453
3549,1,2,2,2,2505770
3550,1,2,2,2,2202786
3551,2,3,1,2,2773678
3552,2,1,1,2,2084619
3553,1,1,2,2,2624346
3554,1,2,2,2,2235021
3555,2,1,1,2,5445485
3556,3,3,1,2,6268269
3557,2,1,1,2,3537064
3558,2,1,1,2,2725401
3559,1,2,1,2,3749878
3560,2,1,1,2,3830780
3561,3,1,1,2,2214431
3562,2,1,1,2,2444224
3563,1,1,2,2,2434377
3564,2,2,3,2,2372231
3565,3,2,3,2,2468565
3566,1,2,1,2,2592525
3567,2,1,1,2,2637782
3568,3,2,1,2,2524457
3569,3,2,1,2,2439808
3570,1,2,1,2,2421666
3571,2,1,1,2,2444038
3572,1,2,1,2,2483807
3573,2,1,1,2,2202093
3574,2,2,1,2,2126516
3575,1,2,1,2,6360297
3576,3,1,3,2,2249405
3577,3,2,1,2,4024761
3578,2,2,1,2,2500191
3579,3,3,1,2,2029308
3580,2,1,1,2,2015226
3581,1,1,1,2,2405385
3582,3,3,2,2,23787
3583,1,2,1,2,2583429
3584,3,3,1,2,5801818
3585,2,3,1,2,2140497
3586,2,1,1,2,2637456
3587,1,3,3,2,2721414
3588,3,2,1,2,2538210
3589,2,3,1,2,6029825
3590,1,1,2,2,2053624
3591,2,2,1,2,2088568
3592,1,2,3,2,2615
3593,1,1,1,2,2664534
3594,2,1,1,2,2203472
3595,2,1,1,2,8788
3596,2,1,1,2,2379678
3597,2,1,1,2,2772337
3598,1,1,1,2,5013917
3599,1,3,3,2,2374722
3600,1,2,1,2,2563142
3601,3,1,1,2,2231719
3602,2,1,2,2,3497755
3603,1,2,1,2,2687151
3604,2,3,2,2,2390485
3605,1,1,1,2,3055531
3606,2,1,1,2,2311143
3607,1,1,2,2,6332471
3608,2,1,1,2,2063093
3609,1,1,1,2,6302319
3610,1,2,1,2,2775247
3611,2,2,1,2,6383106
3612,1,2,1,2,6633749
3613,3,1,1,2,8009902
3614,2,1,1,2,8010013
3615,1,2,1,2,3446166
3616,1,2,1,2,5653193
3617,1,1,1,2,2505320
3618,3,2,1,2,3854612
3619,2,1,1,2,2294141
3620,1,2,1,2,6800920
3621,3,1,1,2,2135817
3622,3,2,1,2,6795889
3623,1,1,1,2,6825516
3624,2,2,1,2,6790704
3625,1,1,1,2,2624583
3626,1,2,2,2,2466031
3627,1,1,3,2,2100800
3628,1,1,1,2,3080757
3629,3,2,2,2,2120380
3630,2,2,1,2,2777991
3631,3,1,1,2,2061228
3632,2,1,1,2,2228432
3633,3,3,2,2,2612224
3634,2,1,1,2,2753340
3635,2,2,1,2,2480247
3636,2,2,1,2,5869021
3637,1,2,2,2,6500501
3638,3,2,2,2,2023822
3639,1,2,1,2,2621509
3640,2,1,1,2,14877
3641,3,2,1,2,9229
3642,2,3,1,2,2700808
3643,3,3,1,2,2088150
3644,3,1,1,2,6471633
3645,3,1,1,2,2577313
3646,3,2,1,2,2363496
3647,3,2,1,2,2084732
3648,2,1,1,2,2023989
3649,3,1,1,2,2718804
3650,1,1,2,2,3153657
3651,2,3,1,2,2420090
3652,3,3,1,2,2212463
3653,2,1,1,2,2710897
3654,1,1,2,2,3718999
3655,3,3,1,2,3742539
3656,1,2,1,2,5499364
3657,2,2,1,2,2003309
3658,2,1,1,2,5485703
3659,1,1,1,2,2559218
3660,3,2,3,2,2043009
3661,3,3,3,2,2586193
3662,1,2,1,2,2233908
3663,2,1,1,2,2276720
3664,2,1,1,2,2291657
3665,3,3,1,2,2385945
3666,3,1,2,2,2060388
3667,3,1,1,2,2207109
3668,3,3,1,2,16721
3669,3,3,3,2,2091968
3670,2,1,1,2,2218925
3671,1,1,2,2,2610469
3672,3,1,2,2,2774437
3673,3,2,1,2,2420082
3674,1,2,1,2,5948843
3675,3,2,1,2,2588692
3676,1,2,1,2,6636446
3677,2,1,2,2,2638037
3678,3,2,1,2,2202190
3679,1,2,2,2,2427648
3680,1,1,2,2,2348993
3681,1,1,1,2,5852285
3682,1,2,1,2,2603268
3683,3,2,3,2,2716445
3684,1,2,1,2,2448661
3685,1,3,3,2,23574
3686,3,2,1,2,2630842
3687,3,1,2,2,19399
3688,2,1,1,2,3566676
3689,2,3,1,2,6479405
3690,1,1,1,2,2609290
3691,1,2,1,2,2660393
3692,3,2,1,2,2246562
3693,1,2,1,2,2584298
3694,1,1,1,2,2014483
3695,1,2,1,2,5039266
3696,1,2,1,2,2071975
3697,1,2,2,2,2412500
3698,1,3,3,2,2155737
3699,2,2,1,2,2764067
3700,2,1,1,2,2613166
3701,3,1,1,2,6323936
3702,1,1,2,2,5008026
3703,3,2,1,2,8005419
3704,1,2,2,2,2414643
3705,2,2,1,2,3473783
3706,2,1,1,2,3432580
3707,3,2,1,2,2471450
3708,3,2,1,2,2771535
3709,2,1,1,2,2003201
3710,3,2,1,2,6813720
3711,2,2,1,2,2445727
3712,1,1,2,2,2362627
3713,3,2,1,2,2314053
3714,1,1,1,2,5979595
3715,2,1,2,2,2427605
3716,3,2,1,2,6236170
3717,3,3,2,2,6443850
3718,2,1,1,2,2592347
3719,3,2,1,2,2459914
3720,2,3,1,2,4058755
3721,1,1,1,2,2380269
3722,3,1,1,2,2300060
3723,2,1,1,2,4005163
3724,2,1,1,2,2356643
3725,1,1,1,2,2408465
3726,3,2,1,2,23361
3727,1,3,2,2,23116
3728,1,3,3,2,2374048
3729,1,2,1,2,6857248
3730,3,2,1,2,2120011
3731,3,2,1,2,6888267
3732,2,1,1,2,3902862
3733,2,3,1,2,2478064
3734,3,3,2,2,5423767
3735,1,2,1,2,3924548
3736,3,3,1,2,6610080
3737,1,2,1,2,6633757
3738,2,2,2,2,6588778
3739,1,1,2,2,3314529
3740,2,2,1,2,2720434
3741,2,1,1,2,2561913
3742,1,1,2,2,2783592
3743,3,1,1,2,2715988
3744,3,3,2,2,2478781
3745,1,2,2,2,3532216
3746,2,1,1,2,5627265
3747,3,3,1,2,2712237
3748,1,2,1,2,3031101
3749,2,2,1,2,2789124
3750,2,1,1,2,2563231
3751,2,2,1,2,2467410
3752,3,3,1,2,2204010
3753,2,1,3,2,2647400
3754,3,1,1,2,2298775
3755,3,1,2,2,2714701
3756,2,2,1,2,2775565
3757,2,1,1,2,5294371
3758,3,2,1,2,5462738
3759,1,3,2,2,2711168
3760,1,2,1,2,3572455
3761,1,1,2,2,2558912
3762,3,1,1,2,2024470
3763,3,2,2,2,2083558
3764,1,1,2,2,3897303
3765,2,1,1,2,4448
3766,3,2,1,2,6998186
3767,2,1,1,2,3108880
3768,1,1,2,2,3204405
3769,2,1,1,2,2325721
3770,2,3,1,2,2429934
3771,3,2,1,2,2791382
3772,3,3,1,2,2205653
3773,1,1,1,2,2767104
3774,2,1,1,2,2415054
3775,2,1,1,2,2221683
3776,2,2,1,2,2510251
3777,3,1,2,2,29106
3778,2,2,1,2,2149788
3779,2,3,1,2,3054535
3780,3,2,1,2,2159066
3781,1,1,1,2,2453789
3782,2,2,1,2,3342204
3783,2,2,1,2,2692481
