,lat,long,cod_municipio,cnes,nom_estab,dsc_endereco,dsc_bairro,dsc_cidade,dsc_telefone,dsc_estrut_fisic_ambiencia,dsc_adap_defic_fisic_idosos,dsc_equipamentos,dsc_medicamentos,uf,cidade,no_fantasia,no_logradouro,no_bairro,cod_estado,nome_estado
732,-22.413,-50.576,353550,2028670,UBS CONCEICAO DE MONTE ALEGRE,PRACA AMADEU GIANASI,CONCEICAO DE MONTE A,Paraguaçu Paulista,183612555,Desempenho acima da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,SP,Paraguaçu Paulista,ESF IX CONCEICAO DE MONTE ALEGRE,PRACA AMADEU GIANASI - S/N,CONCEICAO DE MONTE A,35,São Paulo
733,-23.717,-46.849,352220,2023245,UBS CRISPIM,RUA JURUA,CRISPIM,Itapecerica da Serra,1147791069,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,SP,Itapecerica da Serra,USF CRISPIM,RUA SOLIMOES - 1285,CRISPIM,35,São Paulo
734,-22.815,-50.794,353715,2071835,CIAS DR JORGE BELOTTI PEDRINHAS PTA,RUA DA CIENCIA,CENTRO,Pedrinhas Paulista,1833751344,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,SP,Pedrinhas Paulista,CIAS DR JORGE BELOTTI PEDRINHAS PTA,RUA DA CIENCIA - 388,CENTRO,35,São Paulo
735,-22.818,-50.073,351950,2033593,CENTRO DE SAUDE DE IBIRAREMA,RUA JOSE PEREIRA,CENTRO,Ibirarema,1433071384,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,SP,Ibirarema,CENTRO DE SAUDE DE IBIRAREMA,RUA JOSE PEREIRA - 200,CENTRO,35,São Paulo
736,-22.27,-50.534,350720,2048604,CENTRO DE SAUDE DE BORA,RUA JOAO MERCI,CENTRO,Borá,1833671110,Desempenho muito acima da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,SP,Borá,CENTRO DE SAUDE DE BORA,RUA JOAO MERCI - 150,CENTRO,35,São Paulo
737,-24.185,-48.533,351760,2049716,ESF PINHEIROS,BAIRRO PINHEIROS,PINHEIROS,Guapiara,(15)05471212,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,SP,Guapiara,ESF PINHEIROS,BAIRRO PINHEIROS - S/N,PINHEIROS,35,São Paulo
738,-23.283,-47.672,350700,2043246,UBS IV BOITUVA,EVARISTO CANDIOTTO,CENTRO,Boituva,1532635303,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,SP,Boituva,UNIDADE BASICA DE SAUDE DR ANTONIO PIRES DE ALMEIDA,EVARISTO CANDIOTTO - 44,CENTRO,35,São Paulo
739,-23.603,-47.026,355645,6306950,PACS RUTH MARIA,AL CRINUS,PARQUE RUTH MARIA,Vargem Grande Paulista,1141592469,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,SP,Vargem Grande Paulista,UBS RUTH MARIA,AL CRINUS - 283,PARQUE RUTH MARIA,35,São Paulo
740,-22.662,-50.412,350400,2066556,UBS VILA RIBEIRO,RUA VIRIATO CORREIA,VILA RIBEIRO,Assis,1833244348,Desempenho muito acima da média,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,SP,Assis,UBS VILA RIBEIRO,RUA VIRIATO CORREIA - 555,SAN FERNANDO VALLEY,35,São Paulo
741,-22.789,-50.218,353530,2038757,CENTRO DE SAUDE DR NELSON DA CUNHA BASTOS,RUA FRANCISCO SEVERINO DA COSTA,CENTRO,Palmital,1833511033,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,SP,Palmital,CENTRO DE SAUDE DR NELSON DA CUNHA BASTOS,RUA FRANCISCO SEVERINO DA COSTA - 677,CENTRO,35,São Paulo
742,-23.862,-49.137,352170,2090775,PSF SANTA INES ITABERA,AVENIDA JOAO SIMON SOLA,JARDIM SANTA INES,Itaberá,1535622244,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,SP,Itaberá,PSF SANTA INES ITABERA,AVENIDA JOAO SIMON SOLA - 351,JARDIM SANTA INES,35,São Paulo
743,-23.862,-49.137,352170,2090767,PSF DEOLINDO WAGNER ITABERA,AVENIDA SERVILIANO SILVA,VILA BANDEIRANTES,Itaberá,1535622246,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,SP,Itaberá,PSF DEOLINDO WAGNER ITABERA,AVENIDA SERVILIANO SILVA - S/N,VILA BANDEIRANTES,35,São Paulo
744,-22.979,-49.871,353470,2069806,UBS CAIC OURINHOS,RUA MARIA PULCINELLI PELEGRINO,JAD ANCHIETA,Ourinhos,1433222502,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,SP,Ourinhos,UBS CAIC OURINHOS,RUA MARIA PULCINELLI PELEGRINO - 590,JAD ANCHIETA,35,São Paulo
745,-23.502,-47.458,355220,5878128,CENTRO DE SAUDE PAINEIRAS DR LUIZ F G MINELLO SOROCABA,RUA ELIZA STEFANI LAMOS,PARQUE DAS PAINEIRAS,Sorocaba,1532267178,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,SP,Sorocaba,UNIDADE DE SAUDE DA FAMILIA PAINEIRAS SOROCABA,RUA ELIZA STEFANI LAMOS - 130,PARQUE DAS PAINEIRAS,35,São Paulo
746,-22.662,-50.412,350400,2036371,UBS VILA OPERARIA,RUA ANTONIO ZUARDI,VILA OPERARIA,Assis,1833249158,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,SP,Assis,UBS VILA OPERARIA,RUA ANTONIO ZUARDI - 180,VILA OPERARIA,35,São Paulo
747,-24.185,-48.533,351760,2071061,ESF JARDIM CANUTO GUAPIARA,RUA GETULIO GATO,JAD CANUTO,Guapiara,1535471478,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,SP,Guapiara,ESF JARDIM CANUTO,RUA GETULIO GATO - S/N,JAD CANUTO,35,São Paulo
748,-23.486,-46.348,352310,2718049,CAIC CENTRO DE ATENDIMENTO INTEGRAL DA CRIANCAITAQUA,RUA SANTA CATARINA,MORRO BRANCO,Itaquaquecetuba,1146428015,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,SP,Itaquaquecetuba,CAIC CENTRO DE ATENDIMENTO INTEGRAL DA CRIANCA DE ITAQUA,RUA SANTA CATARINA - 382,MORRO BRANCO,35,São Paulo
749,-2.003,-49.854,150520,2616025,ES DE NOVA AMERICA,BR 422 TRANSCAMETA,ZONA RURAL,Oeiras do Pará,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PA,Oeiras do Pará,UBS DE NOVA AMERICA,BR 422 TRANSCAMETA - 999,ZONA RURAL,15,Pará
750,-1.456,-48.504,150140,2337312,UNIDADE MUNICIPAL DE SAUDE DA SACRAMENTA,AVN SENADOR LEMOS,SACRAMENTA,Belém,(91)32336006,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PA,Belém,UNIDADE MUNICIPAL DE SAUDE DA SACRAMENTA,AVN SENADOR LEMOS - S/N,SACRAMENTA,15,Pará
751,-2.003,-49.854,150520,2616106,ES DE CARARA,BR 422 TRANSCAMETA,ZONA RURAL,Oeiras do Pará,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PA,Oeiras do Pará,ES DE CARARA,BR 422 TRANSCAMETA - 999,ZONA RURAL,15,Pará
752,-2.419,-48.152,150800,6633161,ESTRATEGIA DE SAUDE DA FAMILIA DO BAIRRO NOVO,BAIRRO NOVO,NOVO,Tomé-Açu,Não se aplica,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PA,Tomé-Açu,ESTRATEGIA DE SAUDE DA FAMILIA DR CLAUDIO KIYOSHI OHASHI,BAIRRO NOVO - S/N,NOVO,15,Pará
753,-1.355,-48.342,150442,2619644,UNIDADE SAUDE DA FAMILIA HAIFA GABRIEL,RUA JOAO BATISTA,ALMIR GABRIEL,Marituba,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PA,Marituba,UNIDADE SAUDE DA FAMILIA HAIFA GABRIEL,TRAVESSA ANTONIO ARMANDO - S/N,ALMIR GABRIEL,15,Pará
754,-1.456,-48.504,150140,2332825,UNIDADE MUNICIPAL DE SAUDE DA CONDOR,RUA LAURO MALCHER,CONDOR,Belém,9132728815,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PA,Belém,UNIDADE MUNICIPAL DE SAUDE DA CONDOR,RUA LAURO MALCHER - 285,CONDOR,15,Pará
755,-0.75,-48.02,150710,3040658,USF DE MARABITANAS,LOCALIDADE MARABITANS,ZONA RURAL,São Caetano de Odivelas,(91)37671305,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PA,São Caetano de Odivelas,USF DE MARABITANAS,LOCALIDADE MARABITANS - S/N,ZONA RURAL,15,Pará
756,-8.113,-35.015,260790,3988112,USF PRAIA DO SOL,RUA CAIXIAS DO SUL,BARRA DE JANGADA,Jaboatão dos Guararapes,8134682674,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Jaboatão dos Guararapes,USF PRAIA DO SOL,RUA A - S/N,BARRA DE JANGADA,26,Pernambuco
757,-8.113,-35.015,260790,3988112,USF PRAIA DO SOL,RUA CAIXIAS DO SUL,BARRA DE JANGADA,Jaboatão dos Guararapes,8134682674,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Jaboatão dos Guararapes,USF PRAIA DO SOL,RUA A - S/N,BARRA DE JANGADA,26,Pernambuco
758,-8.287,-35.035,260290,20397,USF MANGUEIRA,RUA BOM SUCESSO,PONTE DOS CARVALHOS,Cabo de Santo Agostinho,(81)35222711,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PE,Cabo de Santo Agostinho,USF MANGUEIRA,RUA BOM SUCESSO - 016,PONTE DOS CARVALHOS,26,Pernambuco
759,-8.287,-35.035,260290,108,USF ALTO DOS INDIOS,RUA 17,PONTE DOS CARVALHOS,Cabo de Santo Agostinho,(81)35222709,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PE,Cabo de Santo Agostinho,USF ALTO DOS INDIOS,RUA 17 - 80,PONTE DOS CARVALHOS,26,Pernambuco
760,-8.113,-35.015,260790,3047202,USF NOVO HORIZONTE,RUA CAPIVARA,BARRA DE JANGADA,Jaboatão dos Guararapes,8134695033,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Jaboatão dos Guararapes,USF NOVO HORIZONTE,RUA CAPIVARA - 10,BARRA DE JANGADA,26,Pernambuco
761,-7.999,-36.051,261540,2704080,PSF CENTRO,RUA MANOEL TENORIO,CENTRO,Toritama,(81)37412223,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PE,Toritama,PSF CENTRO,RUA MANOEL TENORIO - 275,CENTRO,26,Pernambuco
762,-8.009,-34.855,260960,2344637,USF ALTO DA MINA,RUA AVENCA,ALTO DA MINA,Olinda,(81)33051133,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Olinda,USF ALTO DA MINA,RUA AVENCA - 49,ALTO DA MINA,26,Pernambuco
763,-8.113,-35.015,260790,5052351,USF CORREGO DA BATALHA,AVENIDA CORREGO DA BATALHA,PRAZERES,Jaboatão dos Guararapes,33767335,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Jaboatão dos Guararapes,USF CORREGO DA BATALHA,AVENIDA CORREGO DA BATALHA - 85,PRAZERES,26,Pernambuco
764,-8.009,-34.855,260960,2344750,USF DO VARADOURO I E II,AVENIDA JOAQUIM NABUCO,VARADOURO,Olinda,(81)34393500,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PE,Olinda,USF DO VARADOURO I E II,AVENIDA DR JOAQUIM NABUCO - 747,VARADOURO,26,Pernambuco
765,-8.287,-35.035,260290,20494,USF BELA VISTA I,RUA 05,BELA VISTA,Cabo de Santo Agostinho,8135249205,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PE,Cabo de Santo Agostinho,USF BELA VISTA I,RUA 05 - S/N,BELA VISTA,26,Pernambuco
766,-8.287,-35.035,260290,5525209,USF LIBERDADE,ENG LIBERDADE,LIBERDADE,Cabo de Santo Agostinho,Não se aplica,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PE,Cabo de Santo Agostinho,USF LIBERDADE,ENG LIBERDADE - S/N,LIBERDADE,26,Pernambuco
767,-8.113,-35.015,260790,2715589,USF LOTE 56,RUA AGAMENON MAGALHAES,MURIBEQUINHA,Jaboatão dos Guararapes,34821525,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Jaboatão dos Guararapes,USF LOTE 56,RUA AGAMENON MAGALHAES - 161,MURIBEQUINHA,26,Pernambuco
768,-8.054,-34.881,261160,868,US 142 CS BIDU KRAUSE,AV 11 DE AGOSTO,TOTO,Recife,(81)34555796,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Recife,US 142 CS BIDU KRAUSE,AV ONZE DE AGOSTO - S/N,CURADO,26,Pernambuco
769,-8.009,-34.855,260960,5367999,USF JATOBA,RUA JOAO FIGUEIREDO MAIA,JATOBA,Olinda,8134392354,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PE,Olinda,USF JATOBA,RUA JOAO FIGUEIREDO MAIA - 97,JATOBA,26,Pernambuco
770,-8.882,-36.191,260370,3508609,UNIDADE DE SAUDE DA FAMILIA PALMIRA MEDEIROS,SITIO GARROTE,ZONA RURAL,Canhotinho,87 3781-1144,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Canhotinho,UNIDADE DE SAUDE DA FAMILIA PALMIRA MEDEIROS,SITIO GARROTE - S/N,ZONA RURAL,26,Pernambuco
771,-7.851,-35.255,260400,3849856,PSF SENZALA I,RUA MARECHAL TITO,SENZALA I,Carpina,(81)36211280,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PE,Carpina,UBS SENZALA I,AVENIDA PAULO PESSOA PETRIBU - 30,SENZALA I,26,Pernambuco
772,-3.84,-32.411,260545,3978109,UNIDADE DE SAUDE DA FAMILIA DOIS IRMAOS,BR 101,FLORESTA VELHA,Fernando de Noronha,8136190970,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PE,Fernando de Noronha,UNIDADE DE SAUDE DA FAMILIA DOIS IRMAOS,BR 363 - S/N,FLORESTA NOVA,26,Pernambuco
773,-8.316,-36.293,261470,3525775,PSF COHABSALGADO,RUA INES DE MOURA TEIXEIRA,CENTRO,Tacaimbó,Não se aplica,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Tacaimbó,UBS MOACIR DE CARVALHO CAMPOS,RUA INES DE MOURA TEIXEIRA - S/N,CENTRO,26,Pernambuco
774,-8.113,-35.015,260790,2431033,USF VIETNA,3 TRAVESSA SAO SEBASTIAO,PIEDADE,Jaboatão dos Guararapes,8133615406,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Jaboatão dos Guararapes,USF VIETNA,3 TRAVESSA SAO SEBASTIAO - S/N,PIEDADE,26,Pernambuco
775,-8.113,-35.015,260790,2349671,USF LORETO I,RUA AMARO ANDRADE,PIEDADE,Jaboatão dos Guararapes,8134681174,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Jaboatão dos Guararapes,USF LORETO I,RUA AMARO ANDRADE - 82,PIEDADE,26,Pernambuco
776,-8.119,-35.092,260940,2766809,PSF ALTO DO SANTO ANTONIO,RUA HAROLD WILLIAM ATKINSON,ALTO ST ANTONIO,Moreno,8199043566,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Moreno,PSF ALTO DO SANTO ANTONIO,RUA HAROLD WILLIAM ATKINSON - 45,ALTO ST ANTONIO,26,Pernambuco
777,-8.054,-34.881,261160,5653304,US 346 PSF ALTO DA JAQUEIRA,RUA 22 DE AGOSTO,JORDAO,Recife,81-32323521,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Recife,US 346 PSF ALTO DA JAQUEIRA,RUA 22 DE AGOSTO - S/N,JORDAO,26,Pernambuco
778,-8.113,-35.015,260790,2431009,USF RIO DAS VELHAS,RUA MARIA IDALIA,PRAZERES,Jaboatão dos Guararapes,34764535,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Jaboatão dos Guararapes,USF RIO DAS VELHAS,RUA MARIA IDALIA - S/N,PRAZERES,26,Pernambuco
779,-8.113,-35.015,260790,2349663,USF N S DO PERPETUO SOCORRO,RUA PLICINEIA,ZUMBI DO PACHECO,Jaboatão dos Guararapes,8134771505,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,PE,Jaboatão dos Guararapes,USF N S DO PERPETUO SOCORRO,RUA PLICINEIA - S/N,ZUMBI DO PACHECO,26,Pernambuco
780,-8.113,-35.015,260790,3289516,USF ALTO DOIS CARNEIROS II,AVENIDA BELEM DE JUDA,ALTO DOIS CARNEIROS,Jaboatão dos Guararapes,8134771917,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Jaboatão dos Guararapes,USF ALTO DOIS CARNEIROS II,AVENIDA BELEM DE JUDA - 178,DOIS CARNEIROS,26,Pernambuco
781,-8.283,-35.976,260410,2682524,PSF JOSE LIBERATO,RUA SIMOR BOLIVAR,LOT JOSE LIBERATO,Caruaru,88761192,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Caruaru,UBS JOSE LIBERATO I,RUA MESTRE GALDINO - 125,LOT JOSE LIBERATO,26,Pernambuco
782,-8.113,-35.015,260790,5242444,USF CORREGO DA BATALHA II,AVENIDA CORREGO DA BATALHA,PRAZERES,Jaboatão dos Guararapes,33767335,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Jaboatão dos Guararapes,USF CORREGO DA BATALHA II,AVENIDA CORREGO DA BATALHA - 85,PRAZERES,26,Pernambuco
783,-8.113,-35.015,260790,2638800,USF TANCREDO NEVES,RUA MARIA DO CARMO DE ALMEIDA,JARDIM PIEDADE,Jaboatão dos Guararapes,8134681055,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Jaboatão dos Guararapes,USF TANCREDO NEVES,RUA MARIA DO CARMO DE ALMEIDA - 439,PIEDADE,26,Pernambuco
784,-8.054,-34.881,261160,1236,US 152 CS INA ROSA BORGES,RUA SENADOR MILTON CAMPOS,VASCO DA GAMA,Recife,8133554408,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PE,Recife,US 152 CS INA ROSA BORGES,RUA SENADOR MILTON CAMPOS - S/N,VASCO DA GAMA,26,Pernambuco
785,-8.009,-34.855,260960,2345080,USF AZEITONA I,RUA DA AZEITONA,PEIXINHOS,Olinda,8132449007,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Olinda,USF AZEITONA I E II,RUA VELEIRO - 559,PEIXINHOS,26,Pernambuco
786,-8.89,-36.286,260100,3323455,PSF SAO LUIS,RUA ENGENHEIRO CAIO MARCIO,SAO LUIS,Angelim,8737881156,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Angelim,PSF SAO LUIS,RUA ENGENHEIRO CAIO MARCIO - S/N,SAO LUIS,26,Pernambuco
787,-8.89,-36.286,260100,3323455,PSF SAO LUIS,RUA ENGENHEIRO CAIO MARCIO,SAO LUIS,Angelim,8737881156,Desempenho acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Angelim,PSF SAO LUIS,RUA ENGENHEIRO CAIO MARCIO - S/N,SAO LUIS,26,Pernambuco
788,-8.287,-35.035,260290,140,USF JUSSARAL,ESTRADA DA VITORIA,JUSSARAL,Cabo de Santo Agostinho,35163900,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,PE,Cabo de Santo Agostinho,USF JUSSARAL,ESTRADA DA VITORIA - S/N,JUSSARAL,26,Pernambuco
789,-8.054,-34.881,261160,841,US 150 CS FERNANDES FIGUEIRA,PRACA JARDIM SAO PAULO,JARDIM SAO PAULO,Recife,8133554396,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Recife,US 150 CS PROFESSOR FERNANDES FIGUEIRAS,AV SAO PAULO - 605,JARDIM SAO PAULO,26,Pernambuco
790,-8.113,-35.015,260790,3375196,USF NOVA DESCOBERTA,RUA SAO FELIX,GUARARAPES,Jaboatão dos Guararapes,33752589,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho muito acima da média,PE,Jaboatão dos Guararapes,USF NOVA DESCOBERTA,RUA SAO FELIX - 116,GUARARAPES,26,Pernambuco
791,-8.113,-35.015,260790,2347849,USF LORETO II,RUA REMANSO,PIEDADE,Jaboatão dos Guararapes,8134688098,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Jaboatão dos Guararapes,USF LORETO II,RUA REMANSO - 10,PIEDADE,26,Pernambuco
792,-8.009,-34.855,260960,2344912,USF ALTO DA BONDADE I,RUA DA LINHA,ALTO DA BONDADE,Olinda,(81)34431561,Desempenho muito acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Olinda,USF ALTO DA BONDADE I,RUA DA LINHA - S/N,ALTO DA BONDADE,26,Pernambuco
793,-8.316,-36.293,261470,2433826,USF DE IGREJINHA,SITIO IGREJINHA,RURAL,Tacaimbó,Não se aplica,Desempenho muito acima da média,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Tacaimbó,UBS IGREJINHA,RUA IGREJINHA - S/N,DISTRITO VILA IGREJI,26,Pernambuco
794,-8.113,-35.015,260790,2352664,UBS GALBA MATOS CAROLINA,RUA DAS CAROLINAS,CANDEIAS,Jaboatão dos Guararapes,8134687068,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Jaboatão dos Guararapes,UBS GALBA MATOS,RUA DAS CAROLINAS - 300,CANDEIAS,26,Pernambuco
795,-8.921,-36.658,261030,2631822,POSTO DE SAUDE DE BREJO VELHO,POVOADO DE BREJO VELHO,RURAL,Paranatama,Não se aplica,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Paranatama,POSTO DE SAUDE DE BREJO VELHO,POVOADO DE BREJO VELHO - S/N,RURAL,26,Pernambuco
796,-8.113,-35.015,260790,2715570,USF GRUPIARA,RUA ALESSANDRA DAVI,BARRA DE JANGADA,Jaboatão dos Guararapes,8134730725,Desempenho acima da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho mediano ou  um pouco abaixo da média,Desempenho acima da média,PE,Jaboatão dos Guararapes,USF GRUPIARA,RUA ALESSANDRA DAVI - 57,BARRA DE JANGADA,26,Pernambuco
